MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.5562916044393935,36.606247415007005,3.9256646441930982,1.1633572495953526,1343,4.393475759095207,38.779635415349546,-114.09786885080946,1.3153247557253727
14.334643136533868,28.34091468355014,5.709504736891791,1.1354273143408116,262,4.944046071236625,33.245330255012675,-116.55433324578004,3.302390314579285
11.381918214453968,16.785908430602717,7.364729179382041,0.817949446064505,2074,2.50941903236561,37.672721111486716,-119.85591504276309,1.5020423560538823
9.581889536659993,42.50354600505438,6.6611244320478065,1.0388734793383094,3391,4.8639741989265755,39.23854787048979,-117.07233149965425,1.882473876595719
3.606251645972893,35.92128980024784,7.032805739307249,1.0661369331501,369,2.863186632158471,34.08955238801008,-120.41308004723622,2.9590634377765594
3.6059260245387357,9.293463906589457,6.293916833553586,1.0791759466278303,731,2.8492916665792283,39.91600131554279,-122.09680764392326,2.377370383540594
2.284128764270693,47.45728640918597,6.461382822589263,1.2061206584591326,1005,2.69135486489077,38.04584141488406,-118.23305529267853,1.2210152043942784
13.193377967961625,42.94939938908162,7.2459782578265965,1.173521782708815,3571,3.3949266257165482,41.54610696412715,-114.7540879698035,1.2692138108938174
9.615052658533319,49.43979557788813,4.248340044295929,1.2255335649554113,3353,2.039507651124705,32.90301183296547,-114.74403503983764,2.3816515467325985
11.058979800246615,38.01169492780636,5.447124818215702,1.3354182830794898,2114,3.437990198753039,35.02059830677693,-120.90999457989236,3.9077734022397532
1.777890672993333,32.28417499272528,4.106047209098011,1.3690900171012654,1741,3.395966843435014,38.21476185334833,-118.9593866046722,4.5408409108150485
14.593783004186923,22.330394850821563,7.938340039983235,1.302686153358546,304,4.166656344117045,35.31731916595634,-122.27782306501646,0.8785744801672228
12.737975650805694,48.56915265105468,7.720296698433066,1.4688665871684543,681,4.417774866781549,39.2870295586768,-114.04587335026173,2.2689675840173047
4.366577994156728,45.16925836452083,3.1971340568425295,0.8127628078734532,940,3.041544726093484,39.71055018395835,-114.19826196738667,0.9511050367529448
3.9546370572958582,3.3061521754156598,6.527875862578442,0.9370445899784823,1819,2.558166372730228,33.473901658631505,-117.6801562380718,0.5746661628466905
3.9759608830213566,2.344715699359852,7.626241587078329,0.8052940124846996,2743,2.4076721406098307,37.38161740996429,-116.05365237338653,3.477734071897805
5.6072702799537595,20.19963171078053,3.9028767256366677,1.2532322999082222,2397,2.181183428467052,37.33446027811503,-116.99144830652115,3.211022488849645
8.584211827035212,42.33821986987348,5.839726152763147,1.4286213842649909,974,1.7017665376965871,36.008167317047636,-118.27183870008558,1.233586012166988
7.331257751668563,51.35108259506217,7.577441487940209,0.9704376076034096,789,2.6985679259214965,41.36278619441188,-123.93984603161657,1.5521577489187885
5.431593392673566,8.671261446279937,3.169729892928994,1.4489241813574147,4100,2.4458669224577414,40.3613100387956,-119.72497440319705,0.6066848914003327
9.760014078752123,31.300666482958892,6.4871013362342,0.8421871732026927,3241,4.882460850532426,39.12348912814155,-117.41474382724219,4.257262425624816
3.3831671188025645,20.425433688182096,4.486745036862754,1.4541052187638601,1522,3.451980891875154,39.28610303948248,-117.3859180542213,4.886107682218482
5.443952755225445,50.46563428854476,7.621980976882652,1.0461358810677441,771,2.7154696366067763,36.88630336622463,-120.58221250656497,1.1095679155761087
6.445884884464838,43.94806507992114,7.855291225826839,0.8709945799144516,1271,3.531636603477936,41.24944795041747,-114.61223414009068,1.5416384619438415
7.656944786929985,43.75476394026803,7.721332445567169,1.140110231430428,3826,1.9871884547099343,39.098656558906214,-122.7427511615138,4.407842857761203
12.099875478805684,24.903351149543486,5.371071083287319,0.9797435974043556,1043,3.05415312220771,39.425320085730256,-119.24622581473662,4.669087090802832
4.1955960591378565,22.155794619220924,7.310213254946567,0.999411031373346,1549,3.6918201249737232,40.68606358597978,-117.24571824621636,2.3883232226306466
8.442164918583757,14.943760668466018,7.222746992675352,1.0151029754484007,3837,3.21114241127358,35.103680098750814,-117.180074038136,0.7278011252108336
9.497596679637574,3.875150329197283,4.595502366216278,1.3621181284828645,2639,2.906225802290135,40.16717358673368,-117.68929095392744,0.6772632516176873
2.1270805717199694,45.10084118900772,7.144577370753387,1.1774128936726782,4059,4.978469361148944,34.354785728086675,-121.60947375875547,3.082774397310547
9.701855500669417,42.457951465633954,3.185038173577463,1.0179153894092026,4360,4.581101667521244,35.780748546326436,-122.85983102879047,2.2680279900193057
3.8020756697784357,51.98560133759266,5.981349392410265,1.227233648317643,2461,3.6819208535580406,35.688299315563505,-117.82262656831954,0.6289359240994453
2.3781965053012737,51.828478690769174,4.150044186438516,1.3013054719562356,3752,3.49282076413799,41.795991949696834,-118.2073277805359,3.1246357654065053
14.30995475292,29.327016985733998,3.602834428886394,0.9908368005134737,3770,3.672311679386044,40.637103625605306,-122.61676189196297,0.5508614146506011
14.536032446506551,40.21835817420604,3.3847660081460456,1.089484371067746,1853,2.2045923773785163,39.161113685107466,-117.09603897150909,4.043173811671728
12.413364199572225,49.18305222400383,6.4814438793906985,0.8853202653358634,2452,2.882982101425115,39.407039235346204,-119.72069408679661,1.8789477021651722
5.612285883840504,44.332016924547986,4.699374818840331,0.9268045446742763,2038,1.6381083651181476,37.839691546824426,-117.4885137881669,0.6811610135415445
2.818573539086182,13.61475318890308,6.623833857643808,1.276782497775488,470,3.1644111312038934,41.49736133753093,-115.70764566241341,3.14758499442419
10.737145857914118,23.97775090081477,3.326781703994712,0.927006843386939,4579,3.4005860438518214,37.214458152382434,-122.71785149994231,2.289579864948746
7.442058665484618,7.587130172726244,4.576451689153052,1.1676143685669422,2031,2.2971240763612335,36.114918243763995,-124.29897888603321,4.882101860107173
3.147516170404514,49.65660239019484,5.697456461876686,1.2963323832057028,524,4.874100965079299,34.04883570085011,-116.31942284284423,2.94889398126666
8.184888286502147,31.914906356994884,6.953615824194818,0.8748138461663207,4824,4.683091138280346,39.96895369648005,-118.09817703589754,1.7385763146665374
1.9642450350554483,12.660783080676598,4.59376251466035,1.1971185537402325,994,4.02750132409567,39.47721735471812,-117.15378451896773,3.6924748908528864
13.775825428063557,35.256734904698696,6.129456882185045,0.9795939485909546,697,3.366853200678769,36.15137286597928,-115.69937276261925,1.721714011442201
4.993529751600228,32.52454026335269,7.429888741180935,1.4740488126663058,3162,4.544892058766898,32.73933743261268,-116.07048518434274,4.569094811334043
10.444050838778757,19.266298619674867,6.079315940911522,1.1384819527039474,2436,1.9572832033821201,40.4704746133211,-114.41033845724735,2.1862488672831937
5.708099527207048,6.79143720218108,4.1647973737681685,1.3641947848426108,4788,4.266784279962097,32.6084708428137,-118.87268167205276,2.9744085324929235
8.520918285900446,35.25023297523278,3.12200390778269,1.1851585795093833,1787,1.936872848883969,39.18514790647598,-119.37079585707099,0.7275789672090298
8.880588771134274,27.53569274609346,7.350494369504649,0.8303887729983734,672,4.279737318922919,41.71744254239754,-120.28018440114734,2.4175455707850384
3.995535149594615,40.38823797851761,3.106347054251936,1.2432059629158156,2190,2.4651864888797492,36.65778261740793,-122.88624405013586,4.245635928474478
14.58939247482154,27.528338556711663,7.3735083634209975,1.4659823395446598,3769,4.569817033563661,34.73224734746155,-118.48762405473876,4.125419624135039
